Battery,FromToID,cycle_number,cycle_start,duration_months,short_cycle,model,qi,Di,b,r_squared,low_confidence,low_confidence_reason,EUR,hc_sequence,NPV,IRR,payback_months
Mahihkan Battery 02-21,ABWI100010806604W400,1,2022-11-01,6,False,harmonic,981.4513685790575,0.1638857706358578,1.0,0.6434158504283536,False,,4354.09333411053,1,1251259.9289918067,,0.0
Mahihkan Battery 02-21,ABWI100010806604W400,6,2025-10-01,9,False,exponential,1600.8193568060203,0.1152247661401624,0.0,0.6676072446108434,False,,9494.399917949057,2,2937512.1477961456,,0.0
Mahihkan Battery 02-21,ABWI100010906604W400,2,2023-02-01,15,False,harmonic,1493.3385264271171,0.53762781203167,1.0,0.539542473622993,False,,6851.580484255295,1,2047431.9398198682,,0.0
Mahihkan Battery 02-21,ABWI100010906604W400,3,2024-05-01,8,False,harmonic,790.6617269189529,0.3398052303116479,1.0,0.7199495644000591,False,,3365.348873384738,2,917884.6925489302,,0.0
Mahihkan Battery 02-21,ABWI100012206504W400,1,2024-01-01,14,False,harmonic,411.0318572907088,0.0768816442427998,1.0,0.6075618714737976,False,,4014.603265848863,1,1102100.9132393284,697070.822874321,1.0
Mahihkan Battery 02-21,ABWI100012206504W400,2,2025-03-01,16,False,harmonic,353.0936508088522,0.0340722583818081,1.0,0.7890322514434907,False,,4572.107349701382,2,1268169.5034146856,38476.44294634829,1.0
Mahihkan Battery 02-21,ABWI100013406504W400,2,2022-11-01,11,False,harmonic,459.4719017226576,0.1417295858203604,1.0,0.549353903126315,False,,3190.715583153333,1,847211.9110681344,15668858.7384307,1.0
Mahihkan Battery 02-21,ABWI100020306604W400,5,2025-04-01,6,False,exponential,102.47776335189916,0.2544369402140309,0.0,0.8333955182246857,False,,357.0604549818234,1,-80644.33045797939,-0.9423056019420762,
Mahihkan Battery 02-21,ABWI100020906604W400,1,2022-10-01,11,False,harmonic,383.9056344985427,0.1919271297903564,1.0,0.6306671942289996,False,,2406.0590653545582,1,590849.7311215685,43030.3880794065,1.0
Mahihkan Battery 02-21,ABWI100021506504W400,1,2022-12-01,8,False,exponential,190.81763369700727,0.1066453312177683,0.0,0.5022478458115038,False,,1082.6575087590436,1,158609.34813468158,21.303376207971674,3.0
Mahihkan Battery 02-21,ABWI100021506604W400,2,2024-08-01,23,False,exponential,1604.1990333283488,0.0451377101414637,0.0,0.7523894269192752,False,,23477.217787825368,1,7216995.270994179,,0.0
Mahihkan Battery 02-21,ABWI100022006604W400,2,2023-10-01,10,False,harmonic,883.6491639908415,0.2629272099606715,1.0,0.8068242644697434,False,,4670.043563162667,1,1341528.1567964312,,0.0
Mahihkan Battery 02-21,ABWI100022006604W400,5,2025-10-01,9,False,exponential,683.1528167223927,0.1762607916981665,0.0,0.8946501288103811,False,,3362.1801381424,2,914348.5722661574,,0.0
Mahihkan Battery 02-21,ABWI100022906604W400,2,2025-03-01,6,False,exponential,451.2888705306749,0.4329576469877954,0.0,0.8875682221854092,False,,1188.6171905489134,1,198653.38109388907,193879.61967980795,1.0
Mahihkan Battery 02-21,ABWI100023406504W400,3,2025-03-01,9,False,harmonic,205.7891706301261,0.1314228736280643,1.0,0.5457193802182443,False,,1279.8568776478146,1,222418.02884012193,39.83350865712308,3.0
Mahihkan Battery 02-21,ABWI100023506504W400,2,2024-03-01,13,False,exponential,231.74287372998904,0.1528719263656416,0.0,0.8056075788935005,False,,1410.6915291287346,1,263506.01408367074,61.857919920626934,2.0
Mahihkan Battery 02-21,ABWI100023506504W400,3,2025-04-01,7,False,harmonic,156.44930324336482,1.882258175603192,1.0,0.9810238096776356,False,,313.1995556438616,2,-94921.35110676145,-0.9797566870416508,
Mahihkan Battery 02-21,ABWI100031506504W400,2,2023-01-01,6,False,harmonic,103.40753651086852,0.4288535754166451,1.0,0.7062683887032853,False,,347.63595117399257,1,-83834.52350901568,-0.9452005960292607,
Mahihkan Battery 02-21,ABWI100031506504W400,4,2024-03-01,9,False,exponential,137.6059002980466,0.3748992293999339,0.0,0.870065122010315,False,,425.0652275260364,2,-58011.094871593996,-0.8307216601897438,
Mahihkan Battery 02-21,ABWI100032206504W400,1,2022-08-01,14,False,exponential,67.90479580307431,0.0623029377621608,0.0,0.7806946842065936,False,,654.2795913787966,1,12437.308708518802,0.26136818547484153,11.0
Mahihkan Battery 02-21,ABWI100032806504W400,4,2025-06-01,8,False,exponential,144.82628102454294,0.474856245023145,0.0,0.8999358246948631,False,,374.5320433608718,1,-74480.57086377987,-0.9456607125480352,
Mahihkan Battery 02-21,ABWI100032806604W400,3,2024-01-01,15,False,exponential,307.4524804908428,0.1131963714285129,0.0,0.5298023238394782,False,,2346.845552346097,1,565148.0928326756,1768.0487395807113,2.0
Mahihkan Battery 02-21,ABWI100032806604W400,4,2025-04-01,7,False,harmonic,122.2459430927124,1.6678132256832627,1.0,0.6261819863357325,False,,256.7584534107437,2,-113906.58550669224,-0.9900722381055167,
Mahihkan Battery 02-21,ABWI100032806604W400,5,2025-11-01,6,False,harmonic,58.74721507541136,0.3376611117502351,1.0,0.7048558897784772,False,,213.76028840551976,3,-128622.32759541212,-0.9920611481194535,
Mahihkan Battery 02-21,ABWI100033206604W400,1,2022-05-01,21,False,exponential,2327.052667103773,0.1444977774097156,0.0,0.926754077689363,False,,16464.00421728679,1,5152584.848987624,,0.0
Mahihkan Battery 02-21,ABWI100033406604W400,1,2022-09-01,14,False,harmonic,803.6956964655619,0.5824657075379325,1.0,0.931795239888804,False,,3450.5923629219847,1,934828.8984936925,,0.0
Mahihkan Battery 02-21,ABWI100033406604W400,2,2023-11-01,6,False,harmonic,180.46999984122232,1.923609572383148,1.0,0.9291860553121182,False,,343.8376745785368,2,-84453.53580107378,-0.9833220796993111,
Mahihkan Battery 02-21,ABWI100040306604W400,1,2023-05-01,10,False,exponential,743.3680384639545,0.1222259328519329,0.0,0.7371511693934663,False,,4557.943421461661,1,1303042.8751914364,,0.0
Mahihkan Battery 02-21,ABWI100040306604W400,4,2025-10-01,9,False,harmonic,852.3648631923231,0.589084295377135,1.0,0.8149827028232095,False,,3061.628217293537,2,817293.552644281,,0.0
Mahihkan Battery 02-21,ABWI100040906604W400,4,2025-07-01,6,False,exponential,341.27305666218825,0.5461885804965141,0.0,0.7617453413294765,False,,780.3184071330815,1,62172.69387718044,40.1090633126892,2.0
Mahihkan Battery 02-21,ABWI100040906604W400,5,2026-01-01,6,False,exponential,369.0242175769888,0.3113138996481527,0.0,0.861646438744796,False,,1166.3909552162868,2,190336.99022396444,2963.813862585254,1.0
Mahihkan Battery 02-21,ABWI100041006604W400,1,2023-02-01,7,False,exponential,652.8319767956024,0.1614811816423681,0.0,0.6488661876211401,False,,2964.261844686923,1,786340.8751748096,,0.0
Mahihkan Battery 02-21,ABWI100041006604W400,3,2024-04-01,11,False,exponential,746.83859963792,0.1396270130989989,0.0,0.7053996472223045,False,,4497.266415469444,2,1281443.2581590656,,0.0
Mahihkan Battery 02-21,ABWI100042206504W400,2,2024-01-01,14,False,exponential,171.39752192596862,0.0908276715753857,0.0,0.6844683063594984,False,,1420.5599197540132,1,262836.71736795193,18.823079428640767,3.0
Mahihkan Battery 02-21,ABWI100042206504W400,4,2025-07-01,12,False,harmonic,122.84290467193838,0.1233411668609953,1.0,0.5370952455676911,False,,942.33838703498,2,108185.03521158987,3.2031978669449614,6.0
Mahihkan Battery 02-21,ABWI100042806504W400,1,2023-02-01,16,False,harmonic,216.4521792011232,0.3227330299932556,1.0,0.81013245068341,False,,1316.0403295232925,1,228872.48422818122,18.943228016996187,3.0
Mahihkan Battery 02-21,ABWI100042806504W400,4,2025-04-01,11,False,harmonic,184.8736790549594,0.3423826082195195,1.0,0.8572768352954678,False,,921.205270268533,2,103771.11658355298,5.464320852849467,4.0
Mahihkan Battery 02-21,ABWI100043406504W400,4,2025-10-01,9,False,exponential,3436.7243840479773,0.2004408977323251,0.0,0.9050163093893744,False,,15806.227697373912,1,5044559.911678808,,0.0
Mahihkan Battery 02-21,ABWI100043506504W400,3,2024-12-01,11,False,exponential,228.9793687913314,0.1965812296779456,0.0,0.9473190821167652,False,,1135.4325309798617,1,175449.08614887676,32.141800003787594,3.0
Mahihkan Battery 02-21,ABWI100043506504W400,4,2025-11-01,8,False,exponential,79.68324119540512,0.235089232952306,0.0,0.7338189615365677,False,,322.35390404359646,2,-92707.61919468772,-0.9219830573517601,
Mahihkan Battery 02-21,ABWI100050306604W400,2,2025-03-01,6,False,exponential,334.68528735681423,0.1633797969335825,0.0,0.9671135081922706,False,,1387.2966510856322,1,262836.30132267345,2933.240795504357,1.0
Mahihkan Battery 02-21,ABWI100050406604W400,2,2023-04-01,7,False,exponential,501.8970878447768,0.6998461070746878,0.0,0.7779275281908746,False,,989.703488694712,1,133066.35596397248,1846391.165358364,1.0
Mahihkan Battery 02-21,ABWI100050406604W400,3,2023-11-01,10,False,harmonic,186.32413450330404,0.1449213135800277,1.0,0.7115464847769142,False,,1208.675018953735,2,197884.21649615117,20.087745893690272,3.0
Mahihkan Battery 02-21,ABWI100050406604W400,6,2026-01-01,6,False,harmonic,201.7310737490763,0.4092102643291351,1.0,0.9882049420102852,False,,689.1109434241627,3,30238.146056378228,1.9456067761385483,4.0
Mahihkan Battery 02-21,ABWI100050906604W400,2,2022-11-01,10,False,exponential,399.4514258160846,0.0775178633280193,0.0,0.7878784221306049,False,,2888.5499313186306,1,749898.7393162824,307077.5779541119,1.0
Mahihkan Battery 02-21,ABWI100050906604W400,4,2024-09-01,22,False,exponential,368.95196570368415,0.0939633687104646,0.0,0.9435994342377184,False,,3593.3393323185933,2,953857.0078351381,42427.59898817427,1.0
Mahihkan Battery 02-21,ABWI100051006604W400,3,2024-03-01,10,False,harmonic,952.0609406445352,0.3567333199771022,1.0,0.8938482101237739,False,,4452.177500822985,1,1271966.7008183186,,0.0
Mahihkan Battery 02-21,ABWI100051006604W400,4,2025-01-01,11,False,exponential,359.7929372661412,0.333998815204564,0.0,0.9399632296511156,False,,1234.9669827616567,2,211384.21869034582,1460.5067217823896,1.0
Mahihkan Battery 02-21,ABWI100052206504W400,1,2022-09-01,13,False,exponential,931.3281817010068,0.202724783505266,0.0,0.967807123454331,False,,4711.587258399229,1,1354698.9821196469,,0.0
Mahihkan Battery 02-21,ABWI100052206504W400,4,2024-08-01,12,False,exponential,219.33377599810444,0.0786676611091861,0.0,0.6282868982508916,False,,1771.2326936858242,2,379258.28761568555,99.19091306536103,2.0
Mahihkan Battery 02-21,ABWI100052606504W400,1,2022-08-01,11,False,exponential,105.8092900230644,0.1207021574256414,0.0,0.8278452814727064,False,,683.9043878666372,1,24980.553247046628,0.6267644947133713,8.0
Mahihkan Battery 02-21,ABWI100052606504W400,5,2024-11-01,6,False,exponential,97.028378610841,0.3177937680892367,0.0,0.8155979888727821,False,,303.4514456873279,2,-98436.11519747163,-0.9792855107009902,
Mahihkan Battery 02-21,ABWI100052706504W400,3,2024-10-01,18,False,exponential,484.5715222987424,0.0849697648829471,0.0,0.771991246895973,False,,4659.804146807157,1,1303826.871969876,342429628.2245161,1.0
Mahihkan Battery 02-21,ABWI100052806504W400,2,2023-01-01,14,False,harmonic,464.6279740443984,0.1179932848277084,1.0,0.7907534256807893,False,,3989.026807168303,1,1096803.4713172528,32199319.012156975,1.0
Mahihkan Battery 02-21,ABWI100052806604W400,1,2023-04-01,28,False,exponential,500.9228221414954,0.0732945520086152,0.0,0.8438624935267761,False,,6177.4889312600535,1,1752704.8477887118,2980648793.161925,1.0
Mahihkan Battery 02-21,ABWI100052806604W400,2,2025-08-01,7,False,harmonic,143.84931830118848,1.349865306045316,1.0,0.6072438408565718,False,,329.2838059377318,2,-89698.01587015961,-0.9657987086471771,
Mahihkan Battery 02-21,ABWI100053306604W400,1,2022-07-01,7,False,exponential,278.0146761182597,0.1006874008122367,0.0,0.5232327994915729,False,,1468.083044002069,1,287595.5626598209,546.9389363494172,2.0
Mahihkan Battery 02-21,ABWI100053306604W400,2,2023-02-01,8,False,harmonic,235.52342553482595,0.1263748205040006,1.0,0.8636062603418714,False,,1363.098222321356,2,251221.84827198496,108.02273150969381,2.0
Mahihkan Battery 02-21,ABWI100053306604W400,3,2023-10-01,11,False,exponential,281.0956273576006,0.3295729663949482,0.0,0.9227848594170628,False,,974.4906234786116,3,124551.88834012125,43.81388911053321,2.0
Mahihkan Battery 02-21,ABWI100060306604W400,2,2023-01-01,14,False,harmonic,681.9431729721358,0.2518726006108251,1.0,0.7798080092513644,False,,4367.171850914227,1,1226902.2247761914,,0.0
Mahihkan Battery 02-21,ABWI100060306604W400,5,2025-08-01,8,False,harmonic,559.7378863409921,0.134753041556833,1.0,0.6498831353847646,False,,3188.174120218774,2,855562.7636086938,,1.0
Mahihkan Battery 02-21,ABWI100061006604W400,1,2022-10-01,6,False,exponential,1019.4022214010104,0.2818051724622548,0.0,0.8054413247437331,False,,3385.7035144051665,1,932378.1682270193,,0.0
Mahihkan Battery 02-21,ABWI100061006604W400,3,2024-03-01,28,False,harmonic,244.8912674304997,0.2993420958807037,1.0,0.8310307474979081,False,,1946.896818709506,2,418460.7877175346,52.55848550463701,3.0
Mahihkan Battery 02-21,ABWI100062106604W400,3,2023-11-01,12,False,harmonic,203.5453169393984,0.307458306537362,1.0,0.5631537783653343,False,,1108.046786891694,1,164273.15034777243,12.903948950499625,3.0
Mahihkan Battery 02-21,ABWI100062106604W400,4,2024-11-01,8,False,harmonic,705.2912181082057,1.5428015384977316,1.0,0.8767266376781803,False,,1588.420385938224,2,331549.2024551701,,0.0
Mahihkan Battery 02-21,ABWI100062206504W400,2,2023-01-01,11,False,harmonic,400.2981343646845,0.4743904014205601,1.0,0.8542362573906989,False,,1725.1228982975074,1,370013.0398781362,13630.51685679609,1.0
Mahihkan Battery 02-21,ABWI100062706604W400,4,2025-03-01,6,False,exponential,1135.5741202210197,0.5097810446249113,0.0,0.8577267362094123,False,,2709.89745209566,1,709990.9245252032,,0.0
Mahihkan Battery 02-21,ABWI100062806504W400,1,2023-07-01,16,False,harmonic,431.21658814089113,0.2798268717111157,1.0,0.9403707448440536,False,,2806.532552833807,1,713466.6579006076,440114.49595259025,1.0
Mahihkan Battery 02-21,ABWI100062906604W400,1,2022-08-01,6,False,exponential,662.1171516821286,0.357162868789205,0.0,0.9201568897888096,False,,1945.9432540367584,1,451783.3886147662,,0.0
Mahihkan Battery 02-21,ABWI100062906604W400,4,2025-05-01,10,False,exponential,701.3904507245754,0.3670836495291872,0.0,0.7967747740827613,False,,2224.703688442773,2,542481.2445670662,,0.0
Mahihkan Battery 02-21,ABWI100063206604W400,1,2022-09-01,19,False,harmonic,1415.1478798734895,0.7533735989082733,1.0,0.9572256566434292,False,,5871.480684456793,1,1718378.2344610281,,0.0
Mahihkan Battery 02-21,ABWI100063206604W400,2,2024-04-01,6,False,exponential,268.95659761997564,0.4770124511367764,0.0,0.8213083111760544,False,,668.4474775039093,2,24353.162983513936,2.5978049101316794,3.0
Mahihkan Battery 02-21,ABWI100063506504W400,2,2025-05-01,9,False,harmonic,474.89438382565817,0.8310679403975765,1.0,0.9628074935070076,False,,1461.5990698994765,1,286573.75716096925,458866.16408753576,1.0
Mahihkan Battery 02-21,ABWI100070306604W400,2,2022-12-01,7,False,exponential,71.90662508114558,0.4939262831340258,0.0,0.8449130603960109,False,,178.66990015827534,1,-140062.96723426948,-0.9985571347292636,
Mahihkan Battery 02-21,ABWI100070306604W400,5,2025-04-01,15,False,exponential,198.8516991498221,0.2819732901013186,0.0,0.9385513783822464,False,,797.5248364498724,2,64404.723091566055,3.6479179817242073,4.0
Mahihkan Battery 02-21,ABWI100070906604W400,3,2023-11-01,6,False,harmonic,282.8689746602396,0.4075417795815965,1.0,0.5245541203390276,False,,967.6141832490762,1,123284.44280977068,64.63509088438973,2.0
Mahihkan Battery 02-21,ABWI100070906604W400,5,2024-10-01,18,False,exponential,327.00071672226943,0.0808559081699519,0.0,0.9116179708818812,False,,3227.7404876395194,2,840853.2932090423,6166.423832902399,1.0
Mahihkan Battery 02-21,ABWI100071506504W400,1,2022-05-01,13,False,harmonic,146.02420037619382,0.185991633891366,1.0,0.6898250964023668,False,,1018.6331342268452,1,132976.359006032,4.743245390309015,5.0
Mahihkan Battery 02-21,ABWI100071506504W400,5,2025-12-01,7,False,harmonic,104.48211004486228,0.2906820967836578,1.0,0.8060543950973574,False,,436.28786234897257,2,-54779.993313138366,-0.7566483838425505,
Mahihkan Battery 02-21,ABWI100071506604W400,4,2026-01-01,6,False,exponential,1847.607555936151,0.1932369502473399,0.0,0.6323344445348473,False,,7216.713880416517,1,2209241.2652438325,,0.0
Mahihkan Battery 02-21,ABWI100072106504W400,1,2023-01-01,6,False,exponential,30.440607281866555,0.5885377515166844,0.0,0.7006724306711172,False,,66.42435327428626,1,-177669.6154445591,-0.999991642964332,
Mahihkan Battery 02-21,ABWI100072106604W400,3,2023-11-01,12,False,harmonic,194.09499165661435,0.4115179310734401,1.0,0.7988917510466416,False,,927.2796401001816,1,105433.54237912025,5.423989742721225,4.0
Mahihkan Battery 02-21,ABWI100072106604W400,4,2024-11-01,13,False,harmonic,160.14093015651022,0.1044161542724885,1.0,0.5292300272663525,False,,1362.4740445072805,2,243916.47474407998,14.107565598586303,4.0
Mahihkan Battery 02-21,ABWI100072206504W400,1,2022-10-01,33,False,harmonic,400.201009934983,0.0935385745740427,1.0,0.9236626777518586,False,,6177.09322182639,1,1706469.945060419,290402.16971068736,1.0
Mahihkan Battery 02-21,ABWI100072806604W400,1,2024-01-01,14,False,exponential,49.26515971541535,0.0589936822038422,0.0,0.6323777338755616,False,,483.4426838961656,1,-43095.891817171505,-0.33649262982817196,
Mahihkan Battery 02-21,ABWI100072906604W400,1,2024-06-01,7,False,harmonic,663.0434387407784,0.331016277854438,1.0,0.7390176095685242,False,,2649.869319304131,1,682413.5988531782,,0.0
Mahihkan Battery 02-21,ABWI100073306604W400,2,2022-11-01,11,False,harmonic,240.29131177561888,0.1443959238766923,1.0,0.5984124633843859,False,,1658.7921433718311,1,344472.3223507761,125.91884455924531,2.0
Mahihkan Battery 02-21,ABWI100073306604W400,3,2023-10-01,11,False,exponential,236.9837027830616,0.3010972048924157,0.0,0.9152962935899392,False,,878.2806906206939,2,92119.86526372797,11.453144023765198,3.0
Mahihkan Battery 02-21,ABWI100073306604W400,4,2024-09-01,9,False,exponential,52.3482288348558,0.3598199187957561,0.0,0.7466354439693181,False,,166.42975402961903,3,-144432.9924938665,-0.9930119086457153,
Mahihkan Battery 02-21,ABWI100073506504W400,4,2025-11-01,8,False,exponential,59.879823656737614,0.2231182637659082,0.0,0.759258840689385,False,,249.1833240215763,1,-117096.72041685085,-0.965337715729561,
Mahihkan Battery 02-21,ABWI100080306604W400,1,2022-08-01,11,False,exponential,99.82848633676804,0.2047031876773328,0.0,0.8264049746988491,False,,482.5480590412633,1,-40356.5540103104,-0.5126431321554841,
Mahihkan Battery 02-21,ABWI100080306604W400,5,2025-01-01,15,False,exponential,289.9776920202625,0.0424352032222427,0.0,0.6065354598170838,False,,3286.4331481671475,2,861131.6699526327,2010.8313504038447,2.0
Mahihkan Battery 02-21,ABWI100081606604W400,2,2024-01-01,7,False,harmonic,101.73798276846613,0.3746663861404805,1.0,0.7909493821904565,False,,389.2525033179903,1,-70320.11545029751,-0.8595407874245173,
Mahihkan Battery 02-21,ABWI100082806504W400,3,2024-05-01,8,False,harmonic,340.7844944343888,1.034636420360966,1.0,0.5206662284148507,False,,912.4942366021996,1,104713.47208318289,49.627386536894875,2.0
Mahihkan Battery 02-21,ABWI100083406504W400,2,2024-10-01,12,False,harmonic,236.490941808754,0.0840578152257113,1.0,0.5302839787753204,False,,2022.949130804988,1,460452.13561434625,189.39593949286987,2.0
Mahihkan Battery 02-21,ABWI100090406604W400,2,2024-09-01,22,False,harmonic,548.3469237601453,0.0374261397172882,1.0,0.5201451368033232,False,,8925.966542569588,1,2612090.7927943217,,1.0
Mahihkan Battery 02-21,ABWI100090506604W400,5,2026-01-01,6,False,harmonic,235.82430687306524,0.4639586096731417,1.0,0.9850773330982556,False,,771.4378456224375,1,57847.772689509446,6.720302987997726,3.0
Mahihkan Battery 02-21,ABWI100090806604W400,3,2023-06-01,6,False,harmonic,1277.5216648696955,0.3314790723627371,1.0,0.9353404659072854,False,,4675.759324224604,1,1361220.0571706167,,0.0
Mahihkan Battery 02-21,ABWI100090806604W400,5,2025-01-01,16,False,harmonic,1041.2240436408904,0.1349627870027621,1.0,0.9131722098039572,False,,9241.438026709066,2,2790424.5186332357,,0.0
Mahihkan Battery 02-21,ABWI100090906604W400,1,2022-08-01,9,False,exponential,488.4628621077532,0.1290745259418867,0.0,0.7879466045843686,False,,2771.392032822616,1,716462.2333596856,316836490.8828262,1.0
Mahihkan Battery 02-21,ABWI100090906604W400,4,2024-05-01,17,False,harmonic,923.9911133725572,0.8461643545137587,1.0,0.9725501259989756,False,,3477.964083414167,2,941548.4554900519,,0.0
Mahihkan Battery 02-21,ABWI100091606604W400,3,2024-08-01,23,False,harmonic,143.40435934195204,0.0771932410773747,1.0,0.5780281296582626,False,,1943.063088666939,1,413951.9330246232,12.252894817336307,4.0
Mahihkan Battery 02-21,ABWI100092206504W400,2,2022-10-01,7,False,harmonic,219.88181265395232,1.0182292001869666,1.0,0.774610095376724,False,,565.843930057395,1,-10703.099007444152,-0.25088108917252383,
Mahihkan Battery 02-21,ABWI100092206504W400,3,2023-05-01,9,False,harmonic,138.19547927142068,1.3970994652441908,1.0,0.946462271782518,False,,336.0694066604743,2,-87782.31262153048,-0.9236035160163152,
Mahihkan Battery 02-21,ABWI100092706504W400,3,2025-09-01,10,False,harmonic,195.98670039768103,0.142713574818032,1.0,0.5158350915684098,False,,1277.2597717296453,1,220435.3928412494,28.111909169629776,3.0
Mahihkan Battery 02-21,ABWI100092806504W400,2,2023-01-01,7,False,harmonic,1031.2460017378826,1.2446788951625485,1.0,0.8179875380350081,False,,2441.072322975911,1,617389.7425196317,,0.0
Mahihkan Battery 02-21,ABWI100092806504W400,4,2024-08-01,8,False,harmonic,782.8126393995708,0.0630193125759314,1.0,0.6078096687374788,False,,5204.441073311755,2,1520062.8033256002,,0.0
Mahihkan Battery 02-21,ABWI100093306504W400,4,2025-04-01,6,False,harmonic,926.490128521406,0.3040055960089047,1.0,0.8801740345258816,False,,3483.456520172798,1,962826.9627169623,,0.0
Mahihkan Battery 02-21,ABWI100093306504W400,5,2025-10-01,9,False,harmonic,672.0386782706628,0.1157461331703094,1.0,0.7688991653375136,False,,4320.730052825197,2,1225468.8980126826,,0.0
Mahihkan Battery 02-21,ABWI100100406604W400,1,2023-10-01,14,False,harmonic,3665.498140931525,0.2564909132825159,1.0,0.6791001795532682,False,,23288.07038980705,1,7410008.363051255,,0.0
Mahihkan Battery 02-21,ABWI100100906604W400,4,2024-05-01,12,False,harmonic,334.13046299667377,0.2637935614522481,1.0,0.7705089819312116,False,,1941.1203985319112,1,437530.35649445496,1926.3141641519728,1.0
Mahihkan Battery 02-21,ABWI100101606504W400,2,2022-09-01,10,False,exponential,68.35900864026164,0.7749546027279718,0.0,0.8633727503738415,False,,126.70624753520482,1,-157330.92676216582,-0.9998627878941164,
Mahihkan Battery 02-21,ABWI100102006604W400,3,2024-12-01,19,False,exponential,1295.1312641408315,0.0412819728674314,0.0,0.6339658938979909,False,,17408.283288058752,1,5353455.880212652,,0.0
Mahihkan Battery 02-21,ABWI100102106604W400,1,2022-09-01,27,False,harmonic,295.3901502682684,1.828291041012523,1.0,0.9196507975521756,False,,815.3321068411615,1,66426.12434247392,2.3364404107200722,6.0
Mahihkan Battery 02-21,ABWI100102106604W400,2,2024-12-01,19,False,harmonic,444.7082452178232,0.2481036168592213,1.0,0.9150934886497872,False,,3316.348062778356,2,870907.5475091682,1638822.7244633252,1.0
Mahihkan Battery 02-21,ABWI100102706504W400,2,2024-05-01,10,False,harmonic,117.65014066641658,0.1147378598563327,1.0,0.7204732086710732,False,,815.9567407443689,1,68361.94367140435,2.057004827236513,6.0
Mahihkan Battery 02-21,ABWI100102806504W400,2,2023-11-01,20,False,exponential,261.1067498562073,0.2041703863592794,0.0,0.8730256826180814,False,,1390.0362552300935,1,256493.77100753787,94.92886854597798,2.0
Mahihkan Battery 02-21,ABWI100102806604W400,1,2022-09-01,15,False,harmonic,309.42844774544,0.4907763909393053,1.0,0.7857750390619164,False,,1487.3476165610589,1,287489.80365414766,167.77947696060826,2.0
Mahihkan Battery 02-21,ABWI100102806604W400,2,2023-12-01,8,False,exponential,113.2662291342435,0.2115280492025682,0.0,0.7794004578792457,False,,484.7163814268541,2,-38801.79141229996,-0.5938347284943449,
Mahihkan Battery 02-21,ABWI100102906504W400,1,2022-08-01,10,False,harmonic,84.1098794520088,0.4271257395617434,1.0,0.828678135160818,False,,364.2474053404465,1,-79453.07515308498,-0.7980545486259176,
Mahihkan Battery 02-21,ABWI100111006604W400,2,2024-03-01,10,False,exponential,895.861341230634,0.1434832676801533,0.0,0.8837465968222394,False,,5106.114588589356,1,1485949.8034595996,,0.0
Mahihkan Battery 02-21,ABWI100111006604W400,3,2025-01-01,16,False,harmonic,338.4608326994164,0.1633019837207543,1.0,0.8564965647539182,False,,2788.876783388627,2,703739.714091274,5285.9389939042585,1.0
Mahihkan Battery 02-21,ABWI100111506604W400,1,2024-06-01,13,False,harmonic,976.1497630337104,0.1981780594359518,1.0,0.5348002826226356,False,,6643.278548601385,1,1972457.6318111965,,0.0
Mahihkan Battery 02-21,ABWI100111506604W400,2,2025-07-01,12,False,harmonic,1346.872264966387,0.6678587603130017,1.0,0.8728520783475682,False,,5104.284766305096,2,1487008.3532193974,,0.0
Mahihkan Battery 02-21,ABWI100112106504W400,2,2024-08-01,8,False,exponential,44.10282961288085,0.168071639622136,0.0,0.7383297315245897,False,,210.7690232783912,1,-130019.00065197001,-0.973221779351581,
Mahihkan Battery 02-21,ABWI100112706504W400,2,2024-12-01,19,False,exponential,759.3219279453721,0.0341014543508052,0.0,0.7746315532700747,False,,10800.3581349984,1,3239738.0647436404,,0.0
Mahihkan Battery 02-21,ABWI100112706604W400,2,2024-12-01,8,False,harmonic,820.3928792472379,0.907919470834269,1.0,0.8550725986502475,False,,2326.0487078636315,1,576225.2283165576,,0.0
Mahihkan Battery 02-21,ABWI100112706604W400,4,2026-01-01,6,False,harmonic,349.2808467051271,0.1360182652104614,1.0,0.6338138398023996,False,,1613.485967134592,2,337591.2023056074,10304.165107926388,1.0
Mahihkan Battery 02-21,ABWI100112806604W400,1,2023-07-01,13,False,harmonic,522.5109576920634,0.6861025695136305,1.0,0.9082590502896386,False,,2010.703593208444,1,463417.8828215021,510164395.19961125,1.0
Mahihkan Battery 02-21,ABWI100112906604W400,1,2022-08-01,10,False,exponential,1330.979604470211,0.1115697434782862,0.0,0.5465076258859777,False,,8476.147973885742,1,2593308.3243518234,,0.0
Mahihkan Battery 02-21,ABWI100112906604W400,2,2023-06-01,9,False,exponential,587.1100610198422,0.1189751973796682,0.0,0.5183275884501626,False,,3440.1539006117914,2,937043.4511684133,,1.0
Mahihkan Battery 02-21,ABWI100112906604W400,3,2024-03-01,12,False,harmonic,708.0437408960032,0.26519464225235,1.0,0.8861442596825548,False,,4104.304119073545,3,1148038.3166623076,,0.0
Mahihkan Battery 02-21,ABWI100113506504W400,1,2023-12-01,17,False,exponential,689.2854023795404,0.0761749775476785,0.0,0.7925755350775019,False,,6823.646050681715,1,2003356.9874055018,,0.0
Mahihkan Battery 02-21,ABWI100113506504W400,3,2025-11-01,8,False,exponential,644.8340642422863,0.2038066955159038,0.0,0.8128509273326286,False,,2812.394756486072,2,735033.6026335189,,0.0
