Battery,FromToID,cycle_number,cycle_start,duration_months,short_cycle,model,qi,Di,b,r_squared,low_confidence,low_confidence_reason,EUR,hc_sequence
Mahihkan Battery 02-21,ABWI100010806604W400,1,2022-11-01,6,False,harmonic,981.4513685790575,0.1638857706358578,1.0,0.6434158504283536,False,,4100.831682030216,1
Mahihkan Battery 02-21,ABWI100010806604W400,6,2025-10-01,9,False,exponential,1600.8193568060203,0.1152247661401624,0.0,0.6676072446108434,False,,8967.82252701111,2
Mahihkan Battery 02-21,ABWI100010906604W400,2,2023-02-01,15,False,harmonic,1493.3385264271171,0.53762781203167,1.0,0.539542473622993,False,,6122.917167918695,1
Mahihkan Battery 02-21,ABWI100010906604W400,3,2024-05-01,8,False,harmonic,790.6617269189529,0.3398052303116479,1.0,0.7199495644000591,False,,3055.8086987643856,2
Mahihkan Battery 02-21,ABWI100012206504W400,2,2025-03-01,16,False,harmonic,353.0936508088522,0.0340722583818081,1.0,0.7890322514434907,False,,4509.236223605066,1
Mahihkan Battery 02-21,ABWI100013406504W400,2,2022-11-01,11,False,harmonic,459.4719017226576,0.1417295858203604,1.0,0.549353903126315,False,,3046.1669128832077,1
Mahihkan Battery 02-21,ABWI100020306604W400,5,2025-04-01,6,False,exponential,102.47776335189916,0.2544369402140309,0.0,0.8333955182246857,False,,315.255243799021,1
Mahihkan Battery 02-21,ABWI100020906604W400,1,2022-10-01,11,False,harmonic,383.9056344985427,0.1919271297903564,1.0,0.6306671942289996,False,,2270.3198151143856,1
Mahihkan Battery 02-21,ABWI100021506504W400,1,2022-12-01,8,False,exponential,190.81763369700732,0.1066453312177683,0.0,0.5022478458115038,False,,1026.9259743730056,1
Mahihkan Battery 02-21,ABWI100021506604W400,2,2024-08-01,23,False,exponential,1604.1990333283488,0.0451377101414637,0.0,0.7523894269192752,False,,22955.2468382015,1
Mahihkan Battery 02-21,ABWI100022006604W400,2,2023-10-01,10,False,harmonic,883.6491639908415,0.2629272099606715,1.0,0.8068242644697434,False,,4332.195750288482,1
Mahihkan Battery 02-21,ABWI100022006604W400,5,2025-10-01,9,False,exponential,683.1528167223927,0.1762607916981665,0.0,0.8946501288103811,False,,3082.538290319631,2
Mahihkan Battery 02-21,ABWI100022906604W400,2,2025-03-01,6,False,exponential,451.2888705306749,0.4329576469877954,0.0,0.8875682221854092,False,,964.7465371574916,1
Mahihkan Battery 02-21,ABWI100023406504W400,3,2025-03-01,9,False,harmonic,205.7891706301261,0.1314228736280643,1.0,0.5457193802182443,False,,1222.3239006762844,1
Mahihkan Battery 02-21,ABWI100023506504W400,2,2024-03-01,13,False,exponential,231.74287372998904,0.1528719263656416,0.0,0.8056075788935005,False,,1308.1548336093124,1
Mahihkan Battery 02-21,ABWI100023506504W400,3,2025-04-01,7,False,harmonic,156.44930324336482,1.882258175603192,1.0,0.9810238096776356,False,,220.39010882682882,2
Mahihkan Battery 02-21,ABWI100031506504W400,2,2023-01-01,6,False,harmonic,103.40753651086852,0.4288535754166451,1.0,0.7062683887032853,False,,307.05876410765,1
Mahihkan Battery 02-21,ABWI100031506504W400,4,2024-03-01,9,False,exponential,137.6059002980466,0.3748992293999339,0.0,0.870065122010315,False,,354.4766234576836,2
Mahihkan Battery 02-21,ABWI100032206504W400,1,2022-08-01,14,False,exponential,67.90479580307431,0.0623029377621608,0.0,0.7806946842065936,False,,634.3145908255005,1
Mahihkan Battery 02-21,ABWI100032806504W400,4,2025-06-01,8,False,exponential,144.82628102454294,0.474856245023145,0.0,0.8999358246948631,False,,298.15902957470195,1
Mahihkan Battery 02-21,ABWI100032806604W400,3,2024-01-01,15,False,exponential,341.77900547008625,0.208259869022554,0.0,0.6989886634662523,False,,1568.9327401821051,1
Mahihkan Battery 02-21,ABWI100032806604W400,4,2025-04-01,7,False,harmonic,122.2459430927124,1.6678132256832627,1.0,0.6261819863357325,False,,186.14595693124235,2
Mahihkan Battery 02-21,ABWI100032806604W400,5,2025-11-01,6,False,harmonic,58.74721507541136,0.3376611117502351,1.0,0.7048558897784772,False,,192.6390454434651,3
Mahihkan Battery 02-21,ABWI100033206604W400,1,2022-05-01,21,False,exponential,2327.052667103773,0.1444977774097156,0.0,0.926754077689363,False,,15329.780567706975,1
Mahihkan Battery 02-21,ABWI100033406604W400,1,2022-09-01,14,False,harmonic,803.6956964655619,0.5824657075379325,1.0,0.931795239888804,False,,3055.255190743555,1
Mahihkan Battery 02-21,ABWI100033406604W400,2,2023-11-01,6,False,harmonic,180.46999984122232,1.9236095723831477,1.0,0.9291860553121182,False,,237.27199532433016,2
Mahihkan Battery 02-21,ABWI100040306604W400,1,2023-05-01,10,False,exponential,743.3680384639545,0.1222259328519329,0.0,0.7371511693934663,False,,4290.404165631216,1
Mahihkan Battery 02-21,ABWI100040306604W400,4,2025-10-01,9,False,harmonic,852.3648631923231,0.589084295377135,1.0,0.8149827028232095,False,,2663.5538496647237,2
Mahihkan Battery 02-21,ABWI100040906604W400,4,2025-07-01,6,False,exponential,341.27305666218825,0.5461885804965141,0.0,0.7617453413294765,False,,601.2477543425437,1
Mahihkan Battery 02-21,ABWI100040906604W400,5,2026-01-01,6,False,exponential,369.0242175769888,0.3113138996481527,0.0,0.861646438744796,False,,1002.2949319398784,2
Mahihkan Battery 02-21,ABWI100041006604W400,1,2023-02-01,7,False,exponential,652.8319767956024,0.1614811816423681,0.0,0.6488661876211401,False,,2737.304632681324,1
Mahihkan Battery 02-21,ABWI100041006604W400,3,2024-04-01,11,False,exponential,746.83859963792,0.1396270130989989,0.0,0.7053996472223045,False,,4197.413202746246,2
Mahihkan Battery 02-21,ABWI100042206504W400,2,2024-01-01,14,False,exponential,171.39752192596862,0.0908276715753857,0.0,0.6844683063594984,False,,1357.9564783015578,1
Mahihkan Battery 02-21,ABWI100042206504W400,4,2025-07-01,12,False,harmonic,122.84290467193838,0.1233411668609953,1.0,0.5370952455676911,False,,904.6272119401089,2
Mahihkan Battery 02-21,ABWI100042806504W400,1,2023-02-01,16,False,harmonic,220.0166236759165,0.4137321635574953,1.0,0.7120885786379414,False,,1079.9168144838125,1
Mahihkan Battery 02-21,ABWI100042806504W400,4,2025-04-01,11,False,harmonic,184.8736790549594,0.3423826082195195,1.0,0.8572768352954678,False,,843.1786603187192,2
Mahihkan Battery 02-21,ABWI100043406504W400,4,2025-10-01,9,False,exponential,3436.7243840479773,0.2004408977323251,0.0,0.9050163093893744,False,,14322.86246719133,1
Mahihkan Battery 02-21,ABWI100043506504W400,3,2024-12-01,11,False,exponential,228.9793687913314,0.1965812296779456,0.0,0.9473190821167652,False,,1030.7974273473835,1
Mahihkan Battery 02-21,ABWI100043506504W400,4,2025-11-01,8,False,exponential,79.68324119540512,0.235089232952306,0.0,0.7338189615365677,False,,287.26557497692573,2
Mahihkan Battery 02-21,ABWI100050306604W400,2,2025-03-01,6,False,exponential,334.68528735681423,0.1633797969335825,0.0,0.9671135081922706,False,,1279.8962998971513,1
Mahihkan Battery 02-21,ABWI100050406604W400,2,2023-04-01,7,False,exponential,501.8970878447768,0.6998461070746878,0.0,0.7779275281908746,False,,711.8074047225584,1
Mahihkan Battery 02-21,ABWI100050406604W400,6,2026-01-01,6,False,harmonic,201.7310737490763,0.4092102643291351,1.0,0.9882049420102852,False,,611.2407490739165,2
Mahihkan Battery 02-21,ABWI100050906604W400,2,2022-11-01,10,False,exponential,399.4514258160846,0.0775178633280193,0.0,0.7878784221306049,False,,2779.430509255696,1
Mahihkan Battery 02-21,ABWI100050906604W400,4,2024-09-01,22,False,exponential,368.95196570368415,0.0939633687104646,0.0,0.9435994342377184,False,,3429.683951959734,2
Mahihkan Battery 02-21,ABWI100051006604W400,3,2024-03-01,10,False,harmonic,952.0609406445352,0.3567333199771022,1.0,0.8938482101237739,False,,4053.7660984413455,1
Mahihkan Battery 02-21,ABWI100051006604W400,4,2025-01-01,11,False,exponential,368.63191897025325,0.3748124737799905,0.0,0.9415940580783778,False,,967.5804855764904,2
Mahihkan Battery 02-21,ABWI100052206504W400,1,2022-09-01,13,False,exponential,931.3281817010068,0.202724783505266,0.0,0.967807123454331,False,,4264.710327207978,1
Mahihkan Battery 02-21,ABWI100052206504W400,4,2024-08-01,12,False,exponential,219.33377599810444,0.0786676611091861,0.0,0.6282868982508916,False,,1703.3548640602996,2
Mahihkan Battery 02-21,ABWI100052606504W400,1,2022-08-01,11,False,exponential,105.8092900230644,0.1207021574256414,0.0,0.8278452814727064,False,,644.2417306017169,1
Mahihkan Battery 02-21,ABWI100052606504W400,5,2024-11-01,6,False,exponential,97.028378610841,0.3177937680892367,0.0,0.8155979888727821,False,,259.96037958039227,2
Mahihkan Battery 02-21,ABWI100052706504W400,3,2024-10-01,18,False,exponential,484.5715222987424,0.0849697648829471,0.0,0.771991246895973,False,,4467.322990529638,1
Mahihkan Battery 02-21,ABWI100052806504W400,2,2023-01-01,14,False,harmonic,464.6279740443984,0.1179932848277084,1.0,0.7907534256807893,False,,3840.402705644094,1
Mahihkan Battery 02-21,ABWI100052806604W400,1,2023-04-01,28,False,exponential,515.9479452152408,0.0830327393947312,0.0,0.8168342569361824,False,,5606.132941907637,1
Mahihkan Battery 02-21,ABWI100053306604W400,1,2022-07-01,7,False,exponential,278.0146761182597,0.1006874008122367,0.0,0.5232327994915729,False,,1396.5936667882584,1
Mahihkan Battery 02-21,ABWI100053306604W400,2,2023-02-01,8,False,harmonic,235.52342553482595,0.1263748205040006,1.0,0.8636062603418714,False,,1302.031995682736,2
Mahihkan Battery 02-21,ABWI100053306604W400,3,2023-10-01,11,False,exponential,281.0956273576006,0.3295729663949482,0.0,0.9227848594170628,False,,830.1862627277309,3
Mahihkan Battery 02-21,ABWI100060306604W400,2,2023-01-01,14,False,harmonic,681.9431729721358,0.2518726006108251,1.0,0.7798080092513644,False,,4088.0059723645386,1
Mahihkan Battery 02-21,ABWI100060306604W400,5,2025-08-01,8,False,harmonic,559.7378863409921,0.134753041556833,1.0,0.6498831353847646,False,,3038.166247956235,2
Mahihkan Battery 02-21,ABWI100061006604W400,1,2022-10-01,6,False,exponential,1019.4022214010104,0.2818051724622548,0.0,0.8054413247437331,False,,2950.474094816308,1
Mahihkan Battery 02-21,ABWI100061006604W400,3,2024-03-01,28,False,harmonic,246.268879767748,0.3076805659669817,1.0,0.8297703176805606,False,,1811.579447769002,2
Mahihkan Battery 02-21,ABWI100062206504W400,2,2023-01-01,11,False,harmonic,400.2981343646845,0.4743904014205601,1.0,0.8542362573906989,False,,1542.0697822799948,1
Mahihkan Battery 02-21,ABWI100062706604W400,4,2025-03-01,6,False,exponential,1135.5741202210197,0.5097810446249113,0.0,0.8577267362094123,False,,2122.9892391273156,1
Mahihkan Battery 02-21,ABWI100062806504W400,1,2023-07-01,16,False,harmonic,431.21658814089113,0.2798268717111157,1.0,0.9403707448440536,False,,2620.644346990786,1
Mahihkan Battery 02-21,ABWI100062906604W400,1,2022-08-01,6,False,exponential,662.1171516821286,0.357162868789205,0.0,0.9201568897888096,False,,1636.3611590515375,1
Mahihkan Battery 02-21,ABWI100062906604W400,4,2025-05-01,10,False,exponential,701.3904507245754,0.3670836495291872,0.0,0.7967747740827613,False,,1862.0726908087515,2
Mahihkan Battery 02-21,ABWI100063206604W400,1,2022-09-01,19,False,harmonic,1415.1478798734895,0.7533735989082733,1.0,0.9572256566434292,False,,5125.768354325942,1
Mahihkan Battery 02-21,ABWI100063206604W400,2,2024-04-01,6,False,exponential,268.95659761997564,0.4770124511367764,0.0,0.8213083111760544,False,,531.6123495194113,2
Mahihkan Battery 02-21,ABWI100063506504W400,2,2025-05-01,9,False,harmonic,474.89438382565817,0.8310679403975765,1.0,0.9628074935070076,False,,1221.518576657476,1
Mahihkan Battery 02-21,ABWI100070306604W400,2,2022-12-01,7,False,exponential,72.27983180102768,0.5105799617962676,0.0,0.857702486707013,False,,137.5944649313927,1
Mahihkan Battery 02-21,ABWI100070306604W400,5,2025-04-01,15,False,exponential,199.77412843330052,0.2865513552491378,0.0,0.9442931396982444,False,,687.6910026328776,2
Mahihkan Battery 02-21,ABWI100070906604W400,3,2023-11-01,6,False,harmonic,282.8689746602396,0.4075417795815965,1.0,0.5245541203390276,False,,858.5818595820838,1
Mahihkan Battery 02-21,ABWI100070906604W400,5,2024-10-01,18,False,exponential,327.00071672226943,0.0808559081699519,0.0,0.9116179708818812,False,,3100.6965733595175,2
Mahihkan Battery 02-21,ABWI100071506504W400,1,2022-05-01,13,False,harmonic,146.02420037619382,0.185991633891366,1.0,0.6898250964023668,False,,964.9208876307304,1
Mahihkan Battery 02-21,ABWI100071506504W400,5,2025-12-01,7,False,harmonic,109.22887725256116,0.4289470594429388,1.0,0.6980695337177545,False,,353.179143496647,2
Mahihkan Battery 02-21,ABWI100071506604W400,4,2026-01-01,6,False,exponential,1847.607555936151,0.1932369502473399,0.0,0.6323344445348473,False,,6562.2701599716975,1
Mahihkan Battery 02-21,ABWI100072106504W400,1,2023-01-01,6,False,exponential,30.440607281866555,0.5885377515166844,0.0,0.7006724306711172,False,,50.208574078205366,1
Mahihkan Battery 02-21,ABWI100072106604W400,3,2023-11-01,12,False,harmonic,201.84448052602997,0.7130025218943657,1.0,0.6694493136371877,False,,638.9848223632508,1
Mahihkan Battery 02-21,ABWI100072106604W400,4,2024-11-01,13,False,harmonic,160.14093015651022,0.1044161542724885,1.0,0.5292300272663525,False,,1315.2277758355,2
Mahihkan Battery 02-21,ABWI100072206504W400,1,2022-10-01,33,False,exponential,403.1202407160479,0.0717027410577636,0.0,0.8524069418214512,False,,5094.539342001336,1
Mahihkan Battery 02-21,ABWI100072806604W400,1,2024-01-01,14,False,exponential,58.37322092452616,0.2131492968009196,0.0,0.6727635247017839,False,,260.0073410838152,1
Mahihkan Battery 02-21,ABWI100073306604W400,2,2022-11-01,11,False,harmonic,240.29131177561888,0.1443959238766923,1.0,0.5984124633843859,False,,1582.6102450710068,1
Mahihkan Battery 02-21,ABWI100073306604W400,3,2023-10-01,11,False,exponential,236.9837027830616,0.3010972048924157,0.0,0.9152962935899392,False,,758.3858278042812,2
Mahihkan Battery 02-21,ABWI100073306604W400,4,2024-09-01,9,False,exponential,54.46372795778579,0.4678120455081082,0.0,0.8175056614256984,False,,114.69432915346457,3
Mahihkan Battery 02-21,ABWI100073506504W400,4,2025-11-01,8,False,exponential,61.93461410848022,0.2736286698608521,0.0,0.7342937107000166,False,,200.98903456771092,1
Mahihkan Battery 02-21,ABWI100080306604W400,1,2022-08-01,11,False,exponential,99.82848633676804,0.2047031876773328,0.0,0.8264049746988491,False,,436.3629240557152,1
Mahihkan Battery 02-21,ABWI100080306604W400,5,2025-01-01,15,False,exponential,289.9776920202625,0.0424352032222427,0.0,0.6065354598170838,False,,3217.678882035178,2
Mahihkan Battery 02-21,ABWI100081606604W400,2,2024-01-01,7,False,harmonic,101.73798276846613,0.3746663861404805,1.0,0.7909493821904565,False,,349.53264954107425,1
Mahihkan Battery 02-21,ABWI100082806504W400,3,2024-05-01,8,False,harmonic,344.57839047486107,1.3223081842494016,1.0,0.5336352065263381,False,,638.2196854616967,1
Mahihkan Battery 02-21,ABWI100083406504W400,2,2024-10-01,12,False,harmonic,236.490941808754,0.0840578152257113,1.0,0.5302839787753204,False,,1962.3255931743786,1
Mahihkan Battery 02-21,ABWI100090406604W400,2,2024-09-01,22,False,harmonic,548.3469237601453,0.0374261397172882,1.0,0.5201451368033232,False,,8800.963400166878,1
Mahihkan Battery 02-21,ABWI100090506604W400,5,2026-01-01,6,False,hyperbolic,233.28154969711136,0.3640263367260772,0.5186214593563423,0.9909230185612274,False,,672.1674632370781,1
Mahihkan Battery 02-21,ABWI100090806604W400,3,2023-06-01,6,False,harmonic,1277.5216648696955,0.3314790723627371,1.0,0.9353404659072854,False,,4219.736908960531,1
Mahihkan Battery 02-21,ABWI100090806604W400,5,2025-01-01,16,False,harmonic,1041.2240436408904,0.1349627870027621,1.0,0.9131722098039572,False,,8875.091271518417,2
Mahihkan Battery 02-21,ABWI100090906604W400,1,2022-08-01,9,False,exponential,488.4628621077532,0.1290745259418867,0.0,0.7879466045843686,False,,2599.9872728496885,1
Mahihkan Battery 02-21,ABWI100090906604W400,4,2024-05-01,17,False,harmonic,927.3163461856672,0.8791409550141029,1.0,0.9641173473876146,False,,2920.9158452651805,2
Mahihkan Battery 02-21,ABWI100091606604W400,3,2024-08-01,23,False,exponential,151.71842403233853,0.0790300827848107,0.0,0.668770817938724,False,,1607.9867836817502,1
Mahihkan Battery 02-21,ABWI100092206504W400,2,2022-10-01,7,False,harmonic,219.88181265395232,1.0182292001869666,1.0,0.774610095376724,False,,452.46289739421366,1
Mahihkan Battery 02-21,ABWI100092206504W400,3,2023-05-01,9,False,hyperbolic,136.06378802087116,0.8491096203500536,0.4759068087647069,0.9572586563227932,False,,249.29948171887676,2
Mahihkan Battery 02-21,ABWI100092706504W400,3,2025-09-01,10,False,harmonic,195.98670039768103,0.142713574818032,1.0,0.5158350915684098,False,,1217.7098878790764,1
Mahihkan Battery 02-21,ABWI100092806504W400,2,2023-01-01,7,False,harmonic,1031.2460017378826,1.2446788951625485,1.0,0.8179875380350081,False,,1883.5987323959803,1
Mahihkan Battery 02-21,ABWI100092806504W400,4,2024-08-01,8,False,harmonic,782.8126393995708,0.0630193125759314,1.0,0.6078096687374788,False,,5070.958914395132,2
Mahihkan Battery 02-21,ABWI100093306504W400,4,2025-04-01,6,False,harmonic,926.490128521406,0.3040055960089047,1.0,0.8801740345258816,False,,3163.9244708682513,1
Mahihkan Battery 02-21,ABWI100100406604W400,1,2023-10-01,14,False,harmonic,3665.498140931525,0.2564909132825159,1.0,0.6791001795532682,False,,21780.40636967233,1
Mahihkan Battery 02-21,ABWI100100906604W400,4,2024-05-01,12,False,harmonic,334.13046299667377,0.2637935614522481,1.0,0.7705089819312116,False,,1807.289382861806,1
Mahihkan Battery 02-21,ABWI100101606504W400,2,2022-09-01,10,False,exponential,68.54529543680654,0.792723859230261,0.0,0.9140935095358408,False,,86.43686547083855,1
Mahihkan Battery 02-21,ABWI100102006604W400,3,2024-12-01,19,False,exponential,1295.1312641408315,0.0412819728674314,0.0,0.6339658938979909,False,,17053.853073717928,1
Mahihkan Battery 02-21,ABWI100102106604W400,1,2022-09-01,27,False,exponential,293.613574691043,0.9887549273684486,0.0,0.9456545604660213,False,,296.95283084125003,1
Mahihkan Battery 02-21,ABWI100102106604W400,2,2024-12-01,19,False,harmonic,444.7082452178232,0.2481036168592213,1.0,0.9150934886497872,False,,3124.0501872924074,2
Mahihkan Battery 02-21,ABWI100102806504W400,2,2023-11-01,20,False,exponential,261.1067498562073,0.2041703863592794,0.0,0.8730256826180814,False,,1257.3180634056196,1
Mahihkan Battery 02-21,ABWI100102806604W400,1,2022-09-01,15,False,harmonic,309.42844774544,0.4907763909393053,1.0,0.7857750390619164,False,,1338.9384033262234,1
Mahihkan Battery 02-21,ABWI100102806604W400,2,2023-12-01,8,False,exponential,116.23383795706955,0.2396781012417841,0.0,0.8031606125989283,False,,413.67654364899363,2
Mahihkan Battery 02-21,ABWI100102906504W400,1,2022-08-01,10,False,harmonic,85.7530112466667,0.5083082353331536,1.0,0.7816325973621333,False,,304.594810939236,1
Mahihkan Battery 02-21,ABWI100111006604W400,2,2024-03-01,10,False,exponential,895.861341230634,0.1434832676801533,0.0,0.8837465968222394,False,,4756.703041384683,1
Mahihkan Battery 02-21,ABWI100111006604W400,3,2025-01-01,16,False,harmonic,338.4608326994164,0.1633019837207543,1.0,0.8564965647539182,False,,2662.246847676324,2
Mahihkan Battery 02-21,ABWI100111506604W400,1,2024-06-01,13,False,harmonic,976.1497630337104,0.1981780594359518,1.0,0.5348002826226356,False,,6276.879184110141,1
Mahihkan Battery 02-21,ABWI100111506604W400,2,2025-07-01,12,False,harmonic,1346.872264966387,0.6678587603130017,1.0,0.8728520783475682,False,,4434.350669196715,2
Mahihkan Battery 02-21,ABWI100112106504W400,2,2024-08-01,8,False,exponential,44.10282961288085,0.168071639622136,0.0,0.7383297315245897,False,,194.00884753789776,1
Mahihkan Battery 02-21,ABWI100112706504W400,2,2024-12-01,19,False,exponential,759.3219279453721,0.0341014543508052,0.0,0.7746315532700747,False,,10618.279755828353,1
Mahihkan Battery 02-21,ABWI100112706604W400,2,2024-12-01,8,False,harmonic,815.264196344406,1.2704490897053509,1.0,0.7529403375814315,False,,1548.2348449983758,1
Mahihkan Battery 02-21,ABWI100112706604W400,4,2026-01-01,6,False,harmonic,349.2808467051271,0.1360182652104614,1.0,0.6338138398023996,False,,1532.2552630882599,2
Mahihkan Battery 02-21,ABWI100112806604W400,1,2023-07-01,13,False,hyperbolic,541.9849199341571,1.3917892378890135,1.7512043839806974,0.9296747494441228,False,,1795.0457884753869,1
Mahihkan Battery 02-21,ABWI100112906604W400,1,2022-08-01,10,False,exponential,1330.979604470211,0.1115697434782862,0.0,0.5465076258859777,False,,8020.41231465549,1
Mahihkan Battery 02-21,ABWI100112906604W400,2,2023-06-01,9,False,exponential,587.1100610198422,0.1189751973796682,0.0,0.5183275884501626,False,,3243.387591159171,2
Mahihkan Battery 02-21,ABWI100112906604W400,3,2024-03-01,12,False,exponential,733.6307911502158,0.2554267481030058,0.0,0.771608757394485,False,,2738.1949691166847,3
Mahihkan Battery 02-21,ABWI100113406504W400,1,2023-05-01,6,False,exponential,12.978706866850937,0.8735860153676933,0.0,0.9633181737696064,False,,14.778190554386148,1
Mahihkan Battery 02-21,ABWI100113506504W400,1,2023-12-01,17,False,exponential,689.2854023795404,0.0761749775476785,0.0,0.7925755350775019,False,,6570.225904868506,1
Mahihkan Battery 02-21,ABWI100113506504W400,3,2025-11-01,8,False,exponential,644.8340642422863,0.2038066955159038,0.0,0.8128509273326286,False,,2544.319216669232,2
Mahihkan Battery 02-21,ABWI100120406604W400,1,2023-03-01,6,False,exponential,378.966764896624,0.3803739936100818,0.0,0.820533905617609,False,,894.6230271377962,1
Mahihkan Battery 02-21,ABWI100120406604W400,3,2024-09-01,10,False,harmonic,422.1058071244664,0.877168650756567,1.0,0.783891361233898,False,,1096.9219816754708,2
Mahihkan Battery 02-21,ABWI100120406604W400,4,2025-07-01,7,False,exponential,243.9079363885521,0.5652116325304234,0.0,0.8219390153837971,False,,423.2784479717633,3
Mahihkan Battery 02-21,ABWI100120906604W400,2,2023-02-01,9,False,harmonic,792.9224475641705,0.5235252035996628,1.0,0.5879665571045333,False,,2639.1935369390053,1
Mahihkan Battery 02-21,ABWI100120906604W400,3,2023-11-01,7,False,harmonic,1427.2312675635374,0.9344599578088156,1.0,0.9399831373251673,False,,3085.7984852654317,2
Mahihkan Battery 02-21,ABWI100120906604W400,5,2025-07-01,12,False,exponential,1195.7085115949792,0.2815833006399378,0.0,0.722892105571453,False,,4101.652798175736,3
Mahihkan Battery 02-21,ABWI100121006604W400,1,2022-08-01,14,False,exponential,624.6213117176275,0.1148299235333601,0.0,0.8335373148698856,False,,4349.646782877663,1
Mahihkan Battery 02-21,ABWI100121006604W400,3,2024-06-01,23,False,hyperbolic,506.1116946081532,0.2506201727137155,0.3407207632333797,0.936834315153598,False,,2688.904453578777,2
Mahihkan Battery 02-21,ABWI100121506504W400,3,2025-06-01,13,False,exponential,281.4814515542063,0.0303960997614131,0.0,0.6490311130499987,False,,3022.7998252577186,1
Mahihkan Battery 02-21,ABWI100121506604W400,2,2024-06-01,7,False,exponential,256.9867691896858,0.1120333502256346,0.0,0.8892819573860833,False,,1246.7729799897281,1
Mahihkan Battery 02-21,ABWI100121506604W400,3,2025-01-01,18,False,harmonic,195.4373118672442,0.0554956060433083,1.0,0.6164920998029781,False,,2439.1362766739753,2
Mahihkan Battery 02-21,ABWI100122206504W400,2,2024-06-01,11,False,exponential,53.97583850850123,1.0515668741201998,0.0,0.953645666450412,False,,51.32847811302322,1
Mahihkan Battery 02-21,ABWI100122806504W400,1,2024-06-01,19,False,exponential,245.43988897490448,0.0402009377690448,0.0,0.5476403767511054,False,,3260.950843978905,1
Mahihkan Battery 02-21,ABWI100122806504W400,2,2026-01-01,6,False,exponential,205.23438793241704,0.0787395196694366,0.0,0.6480857420588916,False,,981.3961723425311,2
Mahihkan Battery 02-21,ABWI100122806604W400,2,2023-07-01,8,False,exponential,387.1900772040371,0.2239522223243078,0.0,0.8468583200785371,False,,1440.7057458015827,1
Mahihkan Battery 02-21,ABWI100122806604W400,5,2025-05-01,10,False,exponential,257.53555126592954,0.3364295127645654,0.0,0.8614258366601953,False,,739.0205606673669,2
Mahihkan Battery 02-21,ABWI100123406504W400,1,2024-11-01,6,False,exponential,135.4434278441033,0.0850083258976082,0.0,0.7276933250775117,False,,636.5766011977565,1
Mahihkan Battery 02-21,ABWI100123406504W400,3,2025-11-01,8,False,harmonic,191.2575701038578,0.0848592211486222,1.0,0.5184879449680806,False,,1167.7573938487851,2
Mahihkan Battery 02-21,ABWI100130306604W400,2,2023-03-01,10,False,harmonic,591.6097391303966,0.2821165867037689,1.0,0.7506782735319075,False,,2811.1985345350768,1
Mahihkan Battery 02-21,ABWI100130306604W400,4,2024-07-01,24,False,exponential,1119.1961946049312,0.0561930827987544,0.0,0.7833842547043512,False,,14746.63487691812,2
Mahihkan Battery 02-21,ABWI100130406604W400,1,2022-12-01,11,False,harmonic,278.7841858323393,0.3425812271370847,1.0,0.7804501266862678,False,,1271.1249181025878,1
Mahihkan Battery 02-21,ABWI100130906604W400,2,2024-05-01,8,False,exponential,1463.7340930051544,0.14863254181591,0.0,0.852000481003927,False,,6849.216300496089,1
Mahihkan Battery 02-21,ABWI100130906604W400,4,2025-05-01,14,False,exponential,899.3506208949931,0.2050079308601579,0.0,0.734138294957244,False,,4138.201209910579,2
Mahihkan Battery 02-21,ABWI100131506504W400,3,2023-07-01,16,False,exponential,212.11360217822192,0.1189801536613118,0.0,0.8732660480167266,False,,1517.0990385038947,1
Mahihkan Battery 02-21,ABWI100131506504W400,5,2025-06-01,10,False,exponential,175.06650356827203,0.1683881933708627,0.0,0.816216303472661,False,,846.6453256783334,2
Mahihkan Battery 02-21,ABWI100132206504W400,1,2022-06-01,8,False,harmonic,113.34379632358664,0.5059546101814733,1.0,0.6865939084936912,False,,362.6700034555256,1
Mahihkan Battery 02-21,ABWI100132606504W400,7,2025-06-01,10,False,harmonic,14.272969212979454,1.7150326040194852,1.0,0.6666497376779419,False,,24.123676696822187,1
Mahihkan Battery 02-21,ABWI100132806604W400,2,2023-12-01,19,False,exponential,410.8178528111118,0.1605013423987994,0.0,0.8359518313263148,False,,2438.3143556911045,1
Mahihkan Battery 02-21,ABWI100133406504W400,2,2025-04-01,15,False,harmonic,332.759414419908,0.1399004394550273,1.0,0.8043891999157053,False,,2689.944090897046,1
Mahihkan Battery 02-21,ABWI100133506504W400,2,2022-09-01,10,False,exponential,96.32523271556217,0.1080365295872301,0.0,0.7125409750048847,False,,588.9263766479264,1
Mahihkan Battery 02-21,ABWI100133506504W400,6,2025-04-01,8,False,exponential,251.7014324341227,0.2591948974260934,0.0,0.9103173539611864,False,,848.9871339336389,2
Mahihkan Battery 02-21,ABWI100133506504W400,7,2025-12-01,7,False,harmonic,65.46137032053025,0.1902158190756521,1.0,0.6017839693449636,False,,291.32238576782106,3
Mahihkan Battery 02-21,ABWI100141606604W400,5,2026-01-01,6,False,exponential,182.78134889219933,0.3714346828154298,0.0,0.7556333454591083,False,,439.1075716823674,1
Mahihkan Battery 02-21,ABWI100142206604W400,2,2024-07-01,14,False,harmonic,1781.8524547806796,0.6776911161189194,1.0,0.9115510869136506,False,,6179.380246982592,1
Mahihkan Battery 02-21,ABWI100142606504W400,1,2022-11-01,9,False,exponential,210.84949590237943,0.157745838036714,0.0,0.9166710456604268,False,,1013.4629655572331,1
