ProductionMonth,ReportingFacilityID,FromToID,ProductID,Volume,IsInjector
2022-01,ABBT0051212,ABWI103131006504W400,GAS,14.1,False
2022-01,ABBT0051212,ABWI103131406504W400,GAS,6.1,False
2022-01,ABBT0051212,ABWI103131506504W400,GAS,21.9,False
2022-01,ABBT0051212,ABWI103132606504W400,GAS,2.9,False
2022-01,ABBT0051212,ABWI103132806504W400,GAS,3.3,False
2022-01,ABBT0051212,ABWI103133406504W400,GAS,10.2,False
2022-01,ABBT0051212,ABWI103141006504W400,GAS,9.3,False
2022-01,ABBT0051212,ABWI103141406504W400,GAS,8.9,False
2022-01,ABBT0051212,ABWI103141506504W400,GAS,20.0,False
2022-01,ABBT0051212,ABWI103142106604W400,GAS,15.1,False
2022-01,ABBT0051212,ABWI103142606504W400,GAS,15.4,False
2022-01,ABBT0051212,ABWI103142806504W400,GAS,4.9,False
2022-01,ABBT0051212,ABWI103142806604W400,GAS,10.1,False
2022-01,ABBT0051212,ABWI103142906504W400,GAS,4.5,False
2022-01,ABBT0051212,ABWI103151006504W400,GAS,6.7,False
